id,airport_from,airport_to,distance_km,flight_time_hr
811,RGT,GLX,1980,2.64
812,RGT,BPN,2546,3.35
813,RGT,LUW,3025,3.78
814,RGT,MDC,3080,4.1
815,RGT,KNG,3496,4.36
816,RGT,MOH,626,0.8
817,RGT,PPJ,1991,2.48
818,RGT,SQN,2102,2.72
819,RGT,TIM,1141,1.44
820,RGT,LAH,1673,2.2
821,RGT,DEX,792,1.05
822,RGT,PKY,1269,1.65
823,RGT,AMQ,848,1.03
824,RGT,TMY,2263,2.77
825,RGT,GYO,3018,3.95
826,RGT,ELR,3146,3.94
827,RGT,TJB,2890,3.64
828,RGT,LHI,3301,4.04
829,RGT,MOA,3602,4.77
830,RGT,PLW,1978,2.49
831,RGT,SQG,2039,2.63
832,RGT,LUV,3307,3.9
833,RGT,LBJ,1280,1.63
834,RGT,RKI,2879,3.78
835,RGT,LKA,2971,3.54
836,RGT,BXD,2479,2.94
837,RGT,LII,2492,2.96
838,RGT,KOX,2726,3.38
839,RGT,CBN,1833,2.42
840,RGT,LSW,779,0.98
841,RGT,AXO,173,0.21
842,RGT,OKL,3361,4.34
843,RGT,LSR,1729,2.07
844,RGT,KBU,2331,2.78
845,RGT,PSJ,1521,1.93
846,RGT,PPR,3408,4.27
847,RGT,KRC,2606,3.4
848,RGT,TJC,2984,3.78
849,RGT,MOF,2381,3.01
850,RGT,HLP,666,0.82
851,KJX,PGK,1095,1.35
852,KJX,SUP,309,0.37
853,KJX,DJB,305,0.36
854,KJX,ZEG,2967,3.5
855,KJX,KSX,177,0.21
856,KJX,PKY,1597,1.91
857,KJX,AAP,3310,4.1
858,KJX,BRG,1501,1.93
859,KJX,SXK,2351,3.11
860,KJX,LSW,2527,3.31
861,KJX,LMU,2898,3.66
862,KJX,MSA,2327,3.05
863,KJX,KEI,2980,3.52
864,KJX,MRB,203,0.25
865,KJX,LLG,140,0.18
866,KJX,MDP,3629,4.63
867,KJX,RPI,1332,1.64
868,KJX,AGD,2129,2.53
869,KJX,LUV,2829,3.55
870,KJX,BMU,3534,4.37
871,KJX,AHI,390,0.5
872,KJX,GYO,3575,4.5
873,KJX,ILG,2442,3.0
874,KJX,HLP,2940,3.47
875,KJX,CJN,2474,3.18
876,KJX,BWX,201,0.24
877,KJX,DTB,3426,4.16
878,KJX,SUB,1321,1.66
879,KJX,DPS,3164,4.11
880,KJX,TKG,1578,1.94
881,KJX,MKQ,1813,2.14
882,KJX,TJB,1682,2.18
883,KJX,AYW,1790,2.26
884,KJX,RSK,935,1.12
885,KJX,RJM,441,0.57
886,KJX,INX,2167,2.61
887,KJX,KOE,3211,3.78
888,KJX,CBN,752,0.89
889,KJX,NKD,1244,1.57
890,KJX,LWE,1731,2.19
891,KJX,LUW,1045,1.34
892,KJX,CXP,842,1.09
893,KJX,BKS,2069,2.64
894,KJX,MAL,1840,2.2
895,KJX,DRH,1986,2.63
896,KJX,MNA,557,0.71
897,KJX,LBW,634,0.79
898,KJX,ZRI,3682,4.46
899,KJX,RAQ,544,0.66
900,KJX,UBR,2957,3.8
901,SNX,MOF,3051,3.64
902,SNX,HMS,938,1.13
903,SNX,BRG,1556,1.92
904,SNX,GHS,2296,2.97
905,SNX,KSR,1910,2.41
906,SNX,AEG,3149,3.81
907,SNX,BEJ,2783,3.54
908,SNX,CGK,2387,3.14
909,SNX,SBG,1301,1.57
910,SNX,PKU,1388,1.76
911,SNX,UPG,1041,1.29
912,SNX,KXB,812,1.06
913,SNX,MXB,598,0.73
914,SNX,BTW,2817,3.52
915,SNX,GAV,1584,2.06
916,SNX,NNX,2352,3.05
917,SNX,TBX,1635,1.98
918,SNX,CBN,349,0.44
919,SNX,EWE,1847,2.26
920,SNX,MES,2092,2.62
921,SNX,GTO,1916,2.53
922,SNX,BPN,3125,3.92
923,SNX,SKO,2608,3.34
924,SNX,PSJ,745,0.9
925,SNX,LOP,974,1.21
926,SNX,AKM,1090,1.33
927,SNX,KTG,3605,4.34
928,SNX,UGU,2156,2.79
929,SNX,BXW,1704,2.2
930,SNX,MPC,1152,1.37
931,SNX,NKD,2550,3.09
932,SNX,KRC,3371,4.38
933,SNX,KBX,749,0.93
934,SNX,SOQ,2723,3.47
935,SNX,PWL,1010,1.32
936,SNX,MLG,2218,2.66
937,SNX,KMR,538,0.66
938,SNX,ATS,2682,3.56
939,SNX,AGD,3612,4.77
940,SNX,BXG,2985,3.79
941,SNX,TLI,2669,3.15
942,SNX,PKY,3492,4.4
943,SNX,ZRM,2128,2.65
944,SNX,AXO,1704,2.17
945,SNX,IUL,133,0.16
946,SNX,TJS,500,0.63
947,SNX,KNG,2618,3.38
948,SNX,KBU,155,0.19
949,SNX,LWE,3687,4.47
950,SNX,BTO,2019,2.58
951,LSE,SMQ,3052,3.88
952,LSE,SNX,732,0.9
953,LSE,KEQ,3558,4.63
954,LSE,AGD,3184,4.04
955,LSE,ABU,145,0.17
956,LSE,AYW,606,0.8
957,LSE,ELR,2804,3.68
958,LSE,TRK,214,0.27
959,LSE,MOF,338,0.44
960,LSE,GLX,892,1.17
961,LSE,BTW,3583,4.72
962,LSE,KOX,177,0.21
963,LSE,RSK,941,1.25
964,LSE,NRE,547,0.65
965,LSE,BDJ,1182,1.41
966,LSE,KXB,2401,2.96
967,LSE,OKQ,1176,1.44
968,LSE,GAV,1956,2.6
969,LSE,HMS,3646,4.75
970,LSE,DRH,793,1.01
971,LSE,BUW,2559,3.3
972,LSE,YIA,1356,1.66
973,LSE,AKM,725,0.88
974,LSE,RJM,3697,4.5
975,LSE,SOC,2867,3.41
976,LSE,WAR,1118,1.39
977,LSE,LAH,662,0.83
978,LSE,TTR,3694,4.91
979,LSE,LLN,469,0.61
980,LSE,LMU,1076,1.37
981,LSE,TJC,307,0.37
982,LSE,BXB,466,0.6
983,LSE,JOG,3514,4.4
984,LSE,LWE,3203,3.82
985,LSE,RTU,2583,3.15
986,LSE,KLP,3309,3.98
987,LSE,JKT,1739,2.13
988,LSE,MEQ,3405,4.12
989,LSE,RKI,1292,1.65
990,LSE,MSA,1510,1.84
991,LSE,NNX,2176,2.57
992,LSE,TNJ,1055,1.3
993,LSE,EWI,1610,1.95
994,LSE,BTJ,2345,2.78
995,LSE,WGP,3341,4.22
996,LSE,BEJ,1293,1.61
997,LSE,BJK,1796,2.16
998,LSE,DTD,2137,2.78
999,LSE,UBR,1092,1.37
1000,LSE,WHI,1639,2.16
1001,LMU,KXB,1687,2.24
1002,LMU,GTO,1608,2.07
1003,LMU,RPI,575,0.72
1004,LMU,LOP,3420,4.1
1005,LMU,ABU,609,0.72
1006,LMU,GNS,495,0.58
1007,LMU,OJU,1955,2.6
1008,LMU,WNI,3350,4.02
1009,LMU,YIA,2212,2.77
1010,LMU,AKQ,2793,3.51
1011,LMU,KNG,428,0.52
1012,LMU,MRB,3400,4.44
1013,LMU,NAH,2963,3.67
1014,LMU,TLI,2172,2.75
1015,LMU,ATS,748,0.88
1016,LMU,DJJ,905,1.13
1017,LMU,IUL,1554,1.97
1018,LMU,WUB,1416,1.88
1019,LMU,WAR,2474,3.15
1020,LMU,KSX,1669,2.0
1021,LMU,BXD,1724,2.19
1022,LMU,SAU,1487,1.78
1023,LMU,WASS,947,1.15
1024,LMU,SRG,528,0.66
1025,LMU,DRH,1696,2.1
1026,LMU,TXE,2716,3.59
1027,LMU,ILG,3116,3.92
1028,LMU,RKI,1456,1.87
1029,LMU,BPN,1880,2.38
1030,LMU,NKD,1968,2.43
1031,LMU,DOB,2815,3.53
1032,LMU,MOF,3550,4.7
1033,LMU,PSU,1455,1.94
1034,LMU,BTW,3110,4.05
1035,LMU,KBF,637,0.8
1036,LMU,AAP,3110,3.9
1037,LMU,RJM,3335,4.22
1038,LMU,LLG,2551,3.36
1039,LMU,TIM,681,0.88
1040,LMU,BJW,1411,1.73
1041,LMU,EWI,1334,1.62
1042,LMU,TTR,1799,2.38
1043,LMU,SOQ,3316,3.98
1044,LMU,NAM,3380,4.49
1045,LMU,SOC,2651,3.14
1046,LMU,BIK,3679,4.37
1047,LMU,TSY,942,1.16
1048,LMU,NTI,1365,1.77
1049,LMU,PKN,2489,3.0
1050,LMU,LHI,3076,3.84
1051,SBG,NBX,1984,2.34
1052,SBG,LBJ,3480,4.11
1053,SBG,BXM,3328,3.94
1054,SBG,RUF,1543,1.83
1055,SBG,ABY,2685,3.47
1056,SBG,MKF,740,0.91
1057,SBG,RJM,1350,1.69
1058,SBG,ARD,3227,4.13
1059,SBG,HMS,3267,3.99
1060,SBG,NAM,2909,3.75
1061,SBG,AMQ,929,1.1
1062,SBG,BXB,3153,3.8
1063,SBG,NRE,689,0.87
1064,SBG,SKO,905,1.13
1065,SBG,KRC,3328,4.36
1066,SBG,PPJ,2815,3.61
1067,SBG,PPR,1795,2.25
1068,SBG,KNO,735,0.87
1069,SBG,ILG,2492,3.24
1070,SBG,OKL,230,0.29
1071,SBG,UBR,3347,4.43
1072,SBG,DJB,2519,3.08
1073,SBG,KLK,1442,1.74
1074,SBG,YIA,2121,2.73
1075,SBG,LSR,2390,2.9
1076,SBG,TLI,1203,1.57
1077,SBG,TRT,3116,3.9
1078,SBG,DTD,1323,1.68
1079,SBG,FKQ,1196,1.44
1080,SBG,UOL,624,0.77
1081,SBG,SKJ,3629,4.68
1082,SBG,UPG,3194,3.99
1083,SBG,DRH,1602,2.14
1084,SBG,KSR,2295,2.82
1085,SBG,GTO,1083,1.4
1086,SBG,CXP,1278,1.62
1087,SBG,BPN,945,1.23
1088,SBG,BTW,3151,4.04
1089,SBG,GYO,675,0.86
1090,SBG,LHI,1282,1.55
1091,SBG,TBX,1445,1.83
1092,SBG,MAL,1385,1.64
1093,SBG,INX,3160,4.21
1094,SBG,BDO,2169,2.59
1095,SBG,KNG,2318,3.09
1096,SBG,DEX,1701,2.03
1097,SBG,ATS,1591,2.02
1098,SBG,KBF,1956,2.31
1099,SBG,WRR,1992,2.47
1100,SBG,NPO,2608,3.28
1101,LSW,LLN,2552,3.11
1102,LSW,TTE,1322,1.62
1103,LSW,PPJ,340,0.43
1104,LSW,SWQ,2274,2.93
1105,LSW,MAL,1232,1.59
1106,LSW,DTB,801,1.01
1107,LSW,WNI,402,0.48
1108,LSW,BDO,3190,3.93
1109,LSW,BXD,139,0.17
1110,LSW,SUB,293,0.35
1111,LSW,TKG,1318,1.62
1112,LSW,TRT,2790,3.58
1113,LSW,BRG,934,1.11
1114,LSW,LHI,3538,4.7
1115,LSW,KOD,213,0.26
1116,LSW,WHI,3017,3.76
1117,LSW,MSA,1830,2.42
1118,LSW,ZRI,1944,2.54
1119,LSW,MKW,1498,1.92
1120,LSW,MOF,2411,3.0
1121,LSW,LSR,462,0.57
1122,LSW,DJB,1314,1.7
1123,LSW,KSX,1139,1.5
1124,LSW,ABY,1554,2.02
1125,LSW,INX,1781,2.24
1126,LSW,SQN,1815,2.37
1127,LSW,KAZ,210,0.26
1128,LSW,ZRM,2546,3.1
1129,LSW,WRR,3284,4.17
1130,LSW,GEB,3046,3.98
1131,LSW,TMY,3248,3.9
1132,LSW,LUW,2285,2.75
1133,LSW,SMQ,2940,3.63
1134,LSW,SIW,2025,2.58
1135,LSW,KEI,184,0.24
1136,LSW,UBR,2557,3.24
1137,LSW,GNS,361,0.46
1138,LSW,ARD,2954,3.89
1139,LSW,BXB,329,0.39
1140,LSW,SQG,1262,1.52
1141,LSW,KXB,519,0.65
1142,LSW,KSR,1085,1.36
1143,LSW,BJG,480,0.58
1144,LSW,SBG,2778,3.62
1145,LSW,BTO,543,0.72
1146,LSW,TLI,809,1.07
1147,LSW,BJK,1774,2.16
1148,LSW,AKM,3058,3.84
1149,LSW,MDP,2265,2.68
1150,LSW,NAM,2680,3.45
1151,RKI,KXB,1601,2.04
1152,RKI,BTJ,455,0.57
1153,RKI,WRR,798,0.96
1154,RKI,WET,893,1.15
1155,RKI,BXW,2297,2.85
1156,RKI,GYO,2867,3.81
1157,RKI,SWQ,558,0.7
1158,RKI,MDC,1998,2.42
1159,RKI,MOA,2956,3.57
1160,RKI,BNE,828,1.03
1161,RKI,DTB,877,1.14
1162,RKI,WHI,2548,3.05
1163,RKI,AAS,1088,1.39
1164,RKI,BMU,346,0.41
1165,RKI,TJS,2381,2.97
1166,RKI,PSJ,2722,3.35
1167,RKI,SXK,2794,3.72
1168,RKI,PXA,944,1.21
1169,RKI,TMB,2215,2.83
1170,RKI,RAQ,2551,3.1
1171,RKI,YIA,1567,1.96
1172,RKI,KTG,417,0.5
1173,RKI,MES,1416,1.83
1174,RKI,PWL,1776,2.22
1175,RKI,JOG,1687,2.04
1176,RKI,SEQ,1918,2.51
1177,RKI,LHI,1082,1.34
1178,RKI,BPN,1723,2.2
1179,RKI,HMS,2852,3.63
1180,RKI,ZRI,917,1.2
1181,RKI,HLP,3573,4.39
1182,RKI,SBG,2124,2.63
1183,RKI,PKN,1599,1.9
1184,RKI,DRH,1261,1.65
1185,RKI,ONI,1623,2.12
1186,RKI,MRB,583,0.77
1187,RKI,OTI,3622,4.54
1188,RKI,KBF,2412,2.9
1189,RKI,BXD,2480,3.28
1190,RKI,BJW,2056,2.5
1191,RKI,KMR,3121,3.78
1192,RKI,GLX,1666,2.05
1193,RKI,LKA,3318,4.3
1194,RKI,LOP,2283,2.89
1195,RKI,KEQ,2585,3.18
1196,RKI,TJB,247,0.3
1197,RKI,GHS,1054,1.38
1198,RKI,EWI,251,0.3
1199,RKI,WNI,2798,3.68
1200,RKI,AYW,2056,2.48
1201,MRB,MOH,2815,3.67
1202,MRB,LUV,795,1.05
1203,MRB,LHI,2926,3.86
1204,MRB,ELR,3505,4.16
1205,MRB,ABY,2735,3.54
1206,MRB,MXB,1202,1.53
1207,MRB,DTB,1225,1.53
1208,MRB,MJU,2887,3.78
1209,MRB,KWB,323,0.38
1210,MRB,KNG,3609,4.34
1211,MRB,TLI,1020,1.25
1212,MRB,DEX,824,1.04
1213,MRB,SOQ,3448,4.16
1214,MRB,NNX,743,0.92
1215,MRB,PWL,1290,1.67
1216,MRB,TJS,2113,2.5
1217,MRB,SUP,1100,1.47
1218,MRB,ILG,2601,3.41
1219,MRB,HMS,1189,1.42
1220,MRB,BJW,464,0.61
1221,MRB,LYK,2093,2.55
1222,MRB,TRK,1307,1.71
1223,MRB,TJQ,147,0.18
1224,MRB,AAP,3240,3.91
1225,MRB,LBJ,2716,3.4
1226,MRB,MOF,2975,3.64
1227,MRB,KRC,572,0.67
1228,MRB,AKQ,724,0.9
1229,MRB,KSX,3507,4.54
1230,MRB,NTX,3615,4.54
1231,MRB,SIQ,1872,2.41
1232,MRB,SKO,341,0.42
1233,MRB,MTW,3004,3.64
1234,MRB,TRT,895,1.13
1235,MRB,MOA,352,0.44
1236,MRB,SIW,2574,3.39
1237,MRB,GAV,2756,3.65
1238,MRB,MAP,2093,2.7
1239,MRB,TXE,1000,1.28
1240,MRB,MDC,2963,3.61
1241,MRB,PPR,1621,2.01
1242,MRB,RUF,1360,1.65
1243,MRB,EWI,2446,2.9
1244,MRB,RTI,2049,2.61
1245,MRB,RJM,1354,1.75
1246,MRB,NAM,2358,2.96
1247,MRB,RPI,1365,1.77
1248,MRB,LPU,783,1.02
1249,MRB,TJC,1673,2.14
1250,MRB,WET,699,0.9
1251,MPC,PWL,2078,2.46
1252,MPC,KBU,3075,3.86
1253,MPC,TXE,3484,4.42
1254,MPC,BXW,2033,2.52
1255,MPC,LPU,2817,3.76
1256,MPC,RSK,1423,1.77
1257,MPC,KBF,2921,3.49
1258,MPC,RAQ,1375,1.64
1259,MPC,BIK,2962,3.56
1260,MPC,WMX,513,0.67
1261,MPC,SKJ,154,0.18
1262,MPC,GYO,3595,4.47
1263,MPC,PSJ,2628,3.38
1264,MPC,TFY,3558,4.4
1265,MPC,ONI,599,0.77
1266,MPC,WRR,821,1.08
1267,MPC,TJC,3273,4.23
1268,MPC,KOD,3497,4.26
1269,MPC,MRB,919,1.22
1270,MPC,LUW,3294,4.01
1271,MPC,ILG,3227,4.06
1272,MPC,IUL,3667,4.46
1273,MPC,TBX,2133,2.77
1274,MPC,OJU,1625,1.99
1275,MPC,CPF,3229,3.97
1276,MPC,PCB,3691,4.53
1277,MPC,FKQ,1652,2.01
1278,MPC,SUB,3116,3.83
1279,MPC,SWQ,1427,1.71
1280,MPC,SHE,3058,3.81
1281,MPC,RKI,737,0.91
1282,MPC,TNB,3672,4.6
1283,MPC,GLX,1349,1.62
1284,MPC,TLI,2863,3.73
1285,MPC,BXM,2290,2.72
1286,MPC,TMH,3095,3.75
1287,MPC,DOB,1402,1.83
1288,MPC,LUV,2263,3.01
1289,MPC,DJJ,2224,2.68
1290,MPC,WSR,1084,1.34
1291,MPC,TMB,2276,2.68
1292,MPC,TMX,507,0.62
1293,MPC,KJT,1249,1.57
1294,MPC,MAL,2074,2.64
1295,MPC,WNI,2185,2.78
1296,MPC,AXO,1540,1.85
1297,MPC,WAR,2450,3.07
1298,MPC,MLG,3429,4.33
1299,MPC,CXP,1923,2.34
1300,MPC,MKF,471,0.56
1301,PXA,BXW,3018,3.97
1302,PXA,BIK,3581,4.29
1303,PXA,TMH,227,0.29
1304,PXA,UOL,2632,3.21
1305,PXA,BUW,2758,3.36
1306,PXA,KBF,1360,1.75
1307,PXA,RTU,2240,2.68
1308,PXA,GEB,2603,3.08
1309,PXA,PKN,2166,2.86
1310,PXA,JBB,2980,3.53
1311,PXA,KLP,3446,4.14
1312,PXA,BJG,1917,2.29
1313,PXA,MJU,3516,4.22
1314,PXA,PLW,3590,4.66
1315,PXA,MKW,317,0.38
1316,PXA,SUP,1526,1.94
1317,PXA,GTO,2526,3.23
1318,PXA,PPJ,1720,2.18
1319,PXA,BDO,247,0.33
1320,PXA,LLG,807,1.04
1321,PXA,MAL,1170,1.43
1322,PXA,OKL,528,0.7
1323,PXA,JKT,1918,2.52
1324,PXA,MDC,683,0.83
1325,PXA,WUB,1103,1.43
1326,PXA,HLP,2230,2.78
1327,PXA,MKQ,2560,3.09
1328,PXA,JIO,1822,2.28
1329,PXA,LWE,165,0.2
1330,PXA,LOP,644,0.77
1331,PXA,PLM,459,0.59
1332,PXA,RGT,3051,3.96
1333,PXA,FKQ,918,1.2
1334,PXA,MNA,248,0.31
1335,PXA,PSU,138,0.18
1336,PXA,MEQ,576,0.71
1337,PXA,MRB,841,1.09
1338,PXA,FLZ,2689,3.34
1339,PXA,OTI,1341,1.74
1340,PXA,AAP,426,0.53
1341,PXA,KEQ,972,1.2
1342,PXA,LMU,2181,2.64
1343,PXA,UPG,524,0.62
1344,PXA,TTR,286,0.37
1345,PXA,KAZ,2361,3.1
1346,PXA,AHI,949,1.21
1347,PXA,AMQ,345,0.41
1348,PXA,LYK,2137,2.62
1349,PXA,WET,3032,3.65
1350,PXA,EWI,2552,3.22
1351,DUM,PPJ,412,0.52
1352,DUM,TRT,420,0.5
1353,DUM,AKM,1759,2.21
1354,DUM,RGT,272,0.33
1355,DUM,PLM,3584,4.72
1356,DUM,SOC,479,0.58
1357,DUM,TJC,2669,3.48
1358,DUM,SIQ,1399,1.75
1359,DUM,AMQ,754,0.92
1360,DUM,AKQ,2309,2.74
1361,DUM,TKG,2538,3.13
1362,DUM,LSE,3376,4.08
1363,DUM,SNX,2542,3.38
1364,DUM,CBN,3379,4.11
1365,DUM,KLK,795,0.94
1366,DUM,FOO,1336,1.61
1367,DUM,MRB,1883,2.24
1368,DUM,ELR,3085,3.94
1369,DUM,DOB,3194,4.11
1370,DUM,NKD,2480,3.1
1371,DUM,OJU,3182,3.79
1372,DUM,AYW,3106,3.99
1373,DUM,BXT,2037,2.45
1374,DUM,MXB,2220,2.74
1375,DUM,LMU,2735,3.25
1376,DUM,KNO,2819,3.6
1377,DUM,SRG,696,0.89
1378,DUM,BXD,1761,2.13
1379,DUM,SUP,239,0.28
1380,DUM,NAM,3631,4.69
1381,DUM,NTX,3549,4.69
1382,DUM,BTJ,3390,4.37
1383,DUM,KJT,2851,3.73
1384,DUM,MDP,3682,4.46
1385,DUM,AXO,2296,3.02
1386,DUM,CPF,2079,2.48
1387,DUM,MJU,2013,2.67
1388,DUM,KBU,1869,2.38
1389,DUM,ZEG,2977,3.61
1390,DUM,WNI,3115,3.78
1391,DUM,GLX,3234,4.26
1392,DUM,BWX,2130,2.59
1393,DUM,LBW,2963,3.79
1394,DUM,BMU,3447,4.5
1395,DUM,KOD,566,0.69
1396,DUM,LBJ,812,1.04
1397,DUM,KWB,239,0.3
1398,DUM,KTG,1736,2.21
1399,DUM,KBF,290,0.35
1400,DUM,SOQ,1106,1.39
1401,TKG,GLX,1791,2.37
1402,TKG,MKQ,3028,3.84
1403,TKG,KMR,1234,1.57
1404,TKG,TJQ,2170,2.82
1405,TKG,MKF,3034,3.78
1406,TKG,LSR,3374,4.23
1407,TKG,BTW,1216,1.48
1408,TKG,LUW,3679,4.56
1409,TKG,CPF,1787,2.37
1410,TKG,BJG,2200,2.72
1411,TKG,RUF,3591,4.33
1412,TKG,TXE,3575,4.54
1413,TKG,NNX,3493,4.45
1414,TKG,SEQ,1016,1.34
1415,TKG,MRB,2137,2.64
1416,TKG,KEI,1326,1.67
1417,TKG,PCB,1131,1.49
1418,TKG,LHI,3101,4.05
1419,TKG,CJN,2554,3.26
1420,TKG,NTI,851,1.02
1421,TKG,PDG,1567,2.02
1422,TKG,LWE,1871,2.44
1423,TKG,ELR,1822,2.38
1424,TKG,TFY,2149,2.61
1425,TKG,BEJ,2525,3.06
1426,TKG,PPR,1277,1.58
1427,TKG,PKU,3245,4.05
1428,TKG,NDA,2323,2.86
1429,TKG,HLP,1335,1.71
1430,TKG,LBJ,3506,4.66
1431,TKG,BMU,2936,3.52
1432,TKG,DPS,969,1.23
1433,TKG,WGP,3455,4.37
1434,TKG,GNS,3494,4.63
1435,TKG,TBX,2524,3.11
1436,TKG,MEQ,373,0.45
1437,TKG,KBU,3376,3.98
1438,TKG,TJG,790,0.98
1439,TKG,INX,3468,4.17
1440,TKG,FOO,656,0.83
1441,TKG,BPN,1644,1.95
1442,TKG,SMQ,674,0.89
1443,TKG,LOP,258,0.31
1444,TKG,OKL,1810,2.39
1445,TKG,LUV,1347,1.7
1446,TKG,JBB,275,0.35
1447,TKG,UOL,1654,2.15
1448,TKG,ZRI,3064,3.83
1449,TKG,ENE,1698,2.19
1450,TKG,SQN,285,0.35
1451,TJB,DRH,1876,2.29
1452,TJB,MPC,1549,1.91
1453,TJB,PDG,466,0.57
1454,TJB,FOO,1850,2.25
1455,TJB,LBJ,3647,4.51
1456,TJB,AMQ,3030,3.77
1457,TJB,MLG,2717,3.27
1458,TJB,MKQ,218,0.27
1459,TJB,ONI,2096,2.68
1460,TJB,PKU,3030,3.59
1461,TJB,TKG,915,1.09
1462,TJB,KOD,379,0.47
1463,TJB,KLP,1276,1.67
1464,TJB,TTR,2954,3.86
1465,TJB,LLN,903,1.14
1466,TJB,UBR,3310,4.11
1467,TJB,BDO,320,0.39
1468,TJB,RTI,2989,3.7
1469,TJB,MSA,924,1.15
1470,TJB,WUB,740,0.91
1471,TJB,LWE,3160,4.02
1472,TJB,DTB,3167,3.98
1473,TJB,PKN,956,1.19
1474,TJB,LLO,183,0.24
1475,TJB,MXB,2529,3.01
1476,TJB,KJX,2901,3.47
1477,TJB,BTO,3106,3.85
1478,TJB,TJQ,1217,1.58
1479,TJB,AKQ,2107,2.61
1480,TJB,NPO,3420,4.03
1481,TJB,MOA,2735,3.53
1482,TJB,AKM,1734,2.22
1483,TJB,LHI,2402,3.09
1484,TJB,TLI,694,0.82
1485,TJB,JKT,3315,4.26
1486,TJB,AAP,1580,2.0
1487,TJB,JOG,3410,4.13
1488,TJB,GHS,846,1.03
1489,TJB,BXW,2012,2.55
1490,TJB,BJK,3362,4.27
1491,TJB,MAP,1928,2.28
1492,TJB,LMU,3201,3.89
1493,TJB,OKL,1653,2.09
1494,TJB,SIW,252,0.31
1495,TJB,NTX,2237,2.66
1496,TJB,RUF,1384,1.73
1497,TJB,AGD,1332,1.66
1498,TJB,FLZ,641,0.84
1499,TJB,BTW,968,1.17
1500,TJB,PXA,243,0.3
1501,TNJ,YIA,2552,3.06
1502,TNJ,SRG,204,0.27
1503,TNJ,IUL,493,0.62
1504,TNJ,RJM,3175,4.12
1505,TNJ,MAL,3213,4.05
1506,TNJ,KTG,2152,2.79
1507,TNJ,OTI,1962,2.56
1508,TNJ,LSE,3652,4.43
1509,TNJ,SNX,3430,4.17
1510,TNJ,TMB,2633,3.38
1511,TNJ,KEQ,1143,1.35
1512,TNJ,KXB,2690,3.5
1513,TNJ,MXB,3444,4.07
1514,TNJ,BIK,446,0.56
1515,TNJ,DOB,3501,4.17
1516,TNJ,MLG,2217,2.93
1517,TNJ,MES,1554,2.01
1518,TNJ,NAM,1554,1.87
1519,TNJ,KBF,1874,2.46
1520,TNJ,BPN,1482,1.77
1521,TNJ,KAZ,3653,4.42
1522,TNJ,SAU,1913,2.51
1523,TNJ,KJT,306,0.37
1524,TNJ,GEB,3068,3.81
1525,TNJ,RTG,722,0.85
1526,TNJ,CPF,2942,3.56
1527,TNJ,MNA,3005,3.74
1528,TNJ,DTB,683,0.9
1529,TNJ,TJC,2497,3.29
1530,TNJ,SBG,3629,4.51
1531,TNJ,ABU,3375,4.14
1532,TNJ,SOC,3248,4.21
1533,TNJ,RKI,1905,2.3
1534,TNJ,BRG,2651,3.41
1535,TNJ,BXG,848,1.08
1536,TNJ,WRR,2213,2.74
1537,TNJ,ONI,3540,4.7
1538,TNJ,BDJ,1502,1.88
1539,TNJ,WET,2542,3.04
1540,TNJ,BMU,3255,4.17
1541,TNJ,MJU,3574,4.53
1542,TNJ,KNG,292,0.37
1543,TNJ,LWE,697,0.84
1544,TNJ,KBX,990,1.2
1545,TNJ,TJQ,235,0.3
1546,TNJ,TNB,224,0.3
1547,TNJ,UBR,1867,2.22
1548,TNJ,SUP,1775,2.13
1549,TNJ,WUB,2775,3.49
1550,TNJ,AAS,3281,4.21
1551,NTX,RKI,134,0.18
1552,NTX,DTD,458,0.55
1553,NTX,PPJ,1802,2.29
1554,NTX,SNX,2885,3.51
1555,NTX,AKQ,3436,4.07
1556,NTX,LSE,1419,1.72
1557,NTX,WET,2631,3.2
1558,NTX,ILG,1661,1.97
1559,NTX,CJN,3198,4.07
1560,NTX,JBB,1628,2.08
1561,NTX,MNA,171,0.21
1562,NTX,LMU,983,1.23
1563,NTX,ABY,2058,2.5
1564,NTX,PGK,3657,4.36
1565,NTX,OJU,2379,3.0
1566,NTX,BNE,2297,2.77
1567,NTX,UBR,3663,4.62
1568,NTX,TJG,3176,3.75
1569,NTX,TPK,2997,3.93
1570,NTX,TNB,3309,4.12
1571,NTX,ELR,1253,1.49
1572,NTX,BJW,1756,2.1
1573,NTX,UOL,980,1.16
1574,NTX,HLP,2368,2.92
1575,NTX,RTI,2590,3.24
1576,NTX,TBX,927,1.11
1577,NTX,GAV,3518,4.6
1578,NTX,RTU,484,0.61
1579,NTX,NRE,873,1.03
1580,NTX,TMY,1767,2.28
1581,NTX,KAZ,1108,1.42
1582,NTX,TMC,1285,1.7
1583,NTX,SOC,2474,3.21
1584,NTX,BTH,175,0.21
1585,NTX,BPN,1121,1.49
1586,NTX,TTE,3505,4.52
1587,NTX,KOD,1852,2.44
1588,NTX,CGK,1682,2.05
1589,NTX,LAH,2805,3.45
1590,NTX,PKU,1282,1.55
1591,NTX,MOH,553,0.7
1592,NTX,SEQ,1105,1.39
1593,NTX,BDJ,2884,3.66
1594,NTX,TTR,2177,2.87
1595,NTX,LLN,2193,2.6
1596,NTX,GTO,340,0.41
1597,NTX,PSU,727,0.91
1598,NTX,AHI,1716,2.06
1599,NTX,SQN,1656,1.97
1600,NTX,SWQ,2645,3.18
